"date","Q","swe"
2015-09-21,58.1,0
2015-09-22,70.5,0
2015-09-23,66.9,0
2015-09-24,66.4,0
2015-09-25,61.3,0
2015-09-26,48.2,0
2015-09-27,48.5,0
2015-09-28,50.7,0
2015-09-29,55.8,0
2015-09-30,61.1,0
2015-10-01,62.5,0
2015-10-02,66.9,0
2015-10-03,76.4,0
2015-10-04,80.8,0
2015-10-05,80.3,0
2015-10-06,68.7,0
2015-10-07,79.9,0
2015-10-08,93.7,0
2015-10-09,77.6,0
2015-10-10,66.9,0
2015-10-11,56.5,0
2015-10-12,53.2,0
2015-10-13,47.7,0
2015-10-14,56.2,0
2015-10-15,69.8,0
2015-10-16,71.4,0
2015-10-17,74.7,0
2015-10-18,65.3,0
2015-10-19,48,0
2015-10-20,48.9,0
2015-10-21,56.2,0
2015-10-22,129,0
2015-10-23,152,0.9
2015-10-24,94.7,1
2015-10-25,77.7,1
2015-10-26,74.6,1
2015-10-27,79.2,1.2
2015-10-28,90.2,1.4
2015-10-29,74.4,1.4
2015-10-30,73.9,1.4
2015-10-31,77.8,1.4
2015-11-01,72.6,1.5
2015-11-02,68.6,1.5
2015-11-03,64.2,1.5
2015-11-04,67.4,1.5
2015-11-05,77.9,1.6
2015-11-06,68.8,1.9
2015-11-07,54,2.1
2015-11-08,46,2.1
2015-11-09,67.1,2.2
2015-11-10,73.6,2.3
2015-11-11,82.3,2.4
2015-11-12,54.8,2.5
2015-11-13,48.1,2.5
2015-11-14,69.3,2.5
2015-11-15,69.2,2.5
2015-11-16,71.8,2.6
2015-11-17,79,2.8
2015-11-18,63.3,2.9
2015-11-19,62.5,2.7
2015-11-20,77.5,2.7
2015-11-21,64.3,2.7
2015-11-22,65.9,2.8
2015-11-23,74.7,2.9
2015-11-24,87,3
2015-11-25,95.5,3
2015-11-26,88.1,2.9
2015-11-27,72.2,2.9
2015-11-28,72.5,2.9
2015-11-29,74.6,2.9
2015-11-30,36.5,3
2015-12-01,0,3
2015-12-02,0,3.1
2015-12-03,0,3.3
2015-12-04,0,3.3
2015-12-05,0,3.3
2015-12-06,0,3.3
2015-12-07,0,3.3
2015-12-08,0,3.3
2015-12-09,0,3.1
2015-12-10,0,3.1
2015-12-11,0,3.1
2015-12-12,0,3.5
2015-12-13,0,3.8
2015-12-14,0,3.8
2015-12-15,0,4
2015-12-16,0,4.5
2015-12-17,0,4.6
2015-12-18,0,4.6
2015-12-19,0,4.7
2015-12-20,0,4.8
2015-12-21,0,4.8
2015-12-22,0,4.9
2015-12-23,0,5.7
2015-12-24,0,5.8
2015-12-25,0,5.8
2015-12-26,0,5.8
2015-12-27,0,5.8
2015-12-28,0,5.8
2015-12-29,0,6
2015-12-30,0,6.1
2015-12-31,0,6.1
2016-01-01,0,6.1
2016-01-02,0,6.1
2016-01-03,0,6.4
2016-01-04,0,6.5
2016-01-05,0,6.5
2016-01-06,0,6.5
2016-01-07,0,6.5
2016-01-08,0,6.8
2016-01-09,0,6.8
2016-01-10,0,6.8
2016-01-11,0,6.8
2016-01-12,0,6.8
2016-01-13,0,6.9
2016-01-14,0,6.9
2016-01-15,0,6.9
2016-01-16,0,7.1
2016-01-17,0,7.5
2016-01-18,0,8.1
2016-01-19,0,8.3
2016-01-20,0,8.4
2016-01-21,0,8.4
2016-01-22,0,8.4
2016-01-23,0,8.6
2016-01-24,0,8.6
2016-01-25,0,8.9
2016-01-26,0,9.1
2016-01-27,0,9.1
2016-01-28,0,9.3
2016-01-29,0,9.4
2016-01-30,0,9.4
2016-01-31,0,10
2016-02-01,0,10.2
2016-02-02,0,10.6
2016-02-03,0,10.7
2016-02-04,0,10.7
2016-02-05,0,11
2016-02-06,0,11.1
2016-02-07,0,11.3
2016-02-08,0,11.3
2016-02-09,0,11.3
2016-02-10,0,11.3
2016-02-11,0,11.3
2016-02-12,0,11.3
2016-02-13,0,11.3
2016-02-14,0,11.2
2016-02-15,0,11.2
2016-02-16,0,11.3
2016-02-17,0,11.3
2016-02-18,0,11.4
2016-02-19,42.9,11.4
2016-02-20,78.6,11.4
2016-02-21,68.8,11.2
2016-02-22,64.2,11.1
2016-02-23,74.4,11.2
2016-02-24,52.5,11.2
2016-02-25,54.2,11.3
2016-02-26,67.1,11.4
2016-02-27,71.1,11.4
2016-02-28,67.8,11.4
2016-02-29,66.2,11.4
2016-03-01,55.9,11.4
2016-03-02,64.9,11.5
2016-03-03,57.8,11.5
2016-03-04,57.3,11.6
2016-03-05,58.2,11.6
2016-03-06,58.9,11.6
2016-03-07,62.5,11.7
2016-03-08,59.5,12.1
2016-03-09,55.6,12.1
2016-03-10,56.9,12.2
2016-03-11,66.5,12.2
2016-03-12,67.5,12.2
2016-03-13,69.6,12.3
2016-03-14,70.8,12.3
2016-03-15,69.9,12.7
2016-03-16,61.3,12.8
2016-03-17,66.1,12.9
2016-03-18,65.5,14.1
2016-03-19,79,14.1
2016-03-20,108,14.1
2016-03-21,124,14.3
2016-03-22,124,14.4
2016-03-23,190,14.5
2016-03-24,152,15.4
2016-03-25,147,15.8
2016-03-26,148,15.9
2016-03-27,145,15.9
2016-03-28,171,16.1
2016-03-29,190,16.1
2016-03-30,222,17
2016-03-31,218,17.6
2016-04-01,199,17.8
2016-04-02,194,18
2016-04-03,213,18.2
2016-04-04,249,18.2
2016-04-05,298,18.2
2016-04-06,315,18.6
2016-04-07,304,18.6
2016-04-08,327,18.5
2016-04-09,346,18.3
2016-04-10,392,18
2016-04-11,454,18
2016-04-12,453,17.9
2016-04-13,461,17.7
2016-04-14,483,17.4
2016-04-15,534,17.1
2016-04-16,568,17.7
2016-04-17,543,19.2
2016-04-18,492,19.7
2016-04-19,541,19.8
2016-04-20,566,19.9
2016-04-21,470,20.2
2016-04-22,553,20
2016-04-23,703,19.9
2016-04-24,754,19.8
2016-04-25,725,19.8
2016-04-26,854,20
2016-04-27,732,20.6
2016-04-28,749,20.8
2016-04-29,732,21
2016-04-30,726,21.4
2016-05-01,690,21.7
2016-05-02,628,21.7
2016-05-03,774,21.7
2016-05-04,815,21.5
2016-05-05,849,21.2
2016-05-06,965,20.7
2016-05-07,1250,20
2016-05-08,1950,20.7
2016-05-09,2090,21.3
2016-05-10,1980,21.8
2016-05-11,1850,22
2016-05-12,1770,22
2016-05-13,1660,21.9
2016-05-14,1650,21.2
2016-05-15,1760,20.5
2016-05-16,2050,20.3
2016-05-17,2060,20.5
2016-05-18,1950,20.5
2016-05-19,1910,20.3
2016-05-20,1910,19.8
2016-05-21,2060,18.9
2016-05-22,2290,18.2
2016-05-23,2350,17.5
2016-05-24,1970,17.4
2016-05-25,1940,16.9
2016-05-26,1840,16.3
2016-05-27,1670,16.2
2016-05-28,1590,16.4
2016-05-29,1590,16
2016-05-30,1600,15.7
2016-05-31,1650,15.2
2016-06-01,1720,14.7
2016-06-02,1840,14
2016-06-03,2070,12.9
2016-06-04,2350,11.8
2016-06-05,2480,10.9
2016-06-06,2310,10.1
2016-06-07,2350,9.3
2016-06-08,2600,9.2
2016-06-09,2780,8.9
2016-06-10,2980,7.7
2016-06-11,3180,6.4
2016-06-12,3440,5.1
2016-06-13,3350,4.2
2016-06-14,3040,3.5
2016-06-15,2580,1.9
2016-06-16,2360,0
2016-06-17,2150,0
2016-06-18,2020,0
2016-06-19,1870,0
2016-06-20,1870,0
2016-06-21,1900,0
2016-06-22,1770,0
2016-06-23,1630,0
2016-06-24,1720,0
2016-06-25,1720,0
2016-06-26,1540,0
2016-06-27,1330,0
2016-06-28,1230,0
2016-06-29,1170,0
2016-06-30,1160,0
2016-07-01,1230,0
2016-07-02,1170,0
2016-07-03,1070,0
2016-07-04,974,0
2016-07-05,946,0
2016-07-06,1040,0
2016-07-07,928,0
2016-07-08,788,0
2016-07-09,733,0
2016-07-10,674,0
2016-07-11,649,0
2016-07-12,599,0
2016-07-13,539,0
2016-07-14,512,0
2016-07-15,489,0
2016-07-16,480,0
2016-07-17,479,0
2016-07-18,544,0
2016-07-19,575,0
2016-07-20,560,0
2016-07-21,577,0
2016-07-22,500,0
2016-07-23,480,0
2016-07-24,425,0
2016-07-25,400,0
2016-07-26,370,0
2016-07-27,334,0
2016-07-28,315,0
2016-07-29,308,0
2016-07-30,290,0
2016-07-31,316,0
2016-08-01,315,0
2016-08-02,308,0
2016-08-03,348,0
2016-08-04,348,0
2016-08-05,320,0
2016-08-06,275,0
2016-08-07,253,0
2016-08-08,230,0
2016-08-09,213,0
2016-08-10,218,0
2016-08-11,203,0
2016-08-12,136,0
2016-08-13,123,0
2016-08-14,234,0
2016-08-15,262,0
2016-08-16,263,0
2016-08-17,267,0
2016-08-18,270,0
2016-08-19,215,0
2016-08-20,176,0
2016-08-21,222,0
2016-08-22,214,0
2016-08-23,177,0
2016-08-24,161,0
2016-08-25,172,0
2016-08-26,100,0
2016-08-27,77.8,0
2016-08-28,98,0
2016-08-29,108,0
2016-08-30,121,0
2016-08-31,114,0
2016-09-01,108,0
2016-09-02,92.5,0
2016-09-03,49,0
2016-09-04,41.4,0
2016-09-05,47.5,0
2016-09-06,48,0
2016-09-07,44.9,0
2016-09-08,43.8,0
2016-09-09,43,0
2016-09-10,38.7,0
2016-09-11,41.9,0
2016-09-12,40.5,0
2016-09-13,48.2,0
2016-09-14,55.5,0
2016-09-15,52.4,0
2016-09-16,46.3,0
2016-09-17,44.8,0
2016-09-18,39.4,0
2016-09-19,33.5,0
2016-09-20,32.2,0
2016-09-21,39.7,0
2016-09-22,40.5,0
2016-09-23,41.6,0
2016-09-24,40.7,0
2016-09-25,46.1,0
2016-09-26,48.5,0
2016-09-27,47.7,0
2016-09-28,45.1,0
2016-09-29,39.9,0
2016-09-30,36.2,0
2016-10-01,37.7,0
2016-10-02,40.1,0
2016-10-03,38.3,0
2016-10-04,52.2,0
2016-10-05,46.7,0
2016-10-06,56.8,0
2016-10-07,58.4,0.5
2016-10-08,48.5,0.5
2016-10-09,48.7,0.4
2016-10-10,57,0
2016-10-11,46.6,0
2016-10-12,52.5,0.5
2016-10-13,64.6,0
2016-10-14,61.9,0
2016-10-15,54.7,0
2016-10-16,51.6,0
2016-10-17,43.5,0
2016-10-18,48.7,0.2
2016-10-19,55.4,0.3
2016-10-20,58.8,0.3
2016-10-21,56.5,0.3
2016-10-22,53.4,0
2016-10-23,54.5,0
2016-10-24,51.8,0
2016-10-25,49.2,0
2016-10-26,54,0
2016-10-27,60.3,0
2016-10-28,56.9,0
2016-10-29,53.4,0
2016-10-30,53.1,0
2016-10-31,53.6,0
2016-11-01,53,0
2016-11-02,61.7,0.2
2016-11-03,63,0
2016-11-04,66.4,0.1
2016-11-05,62.6,0.1
2016-11-06,62.2,0.1
2016-11-07,55.7,0.1
2016-11-08,55.6,0.1
2016-11-09,52.4,0.3
2016-11-10,48.8,0.4
2016-11-11,49,0.4
2016-11-12,50.2,0.6
2016-11-13,50.5,0.6
2016-11-14,47.8,0.7
2016-11-15,44.4,0.8
2016-11-16,47.7,0.8
2016-11-17,49.6,0.7
2016-11-18,45.8,1.1
2016-11-19,27,1.1
2016-11-20,49.3,1.4
2016-11-21,64.2,1.4
2016-11-22,59,1.8
2016-11-23,53.3,1.9
2016-11-24,37,2
2016-11-25,37.7,2
2016-11-26,31.3,2.1
2016-11-27,43.4,2.2
2016-11-28,48.8,2.2
2016-11-29,49.9,2.2
2016-11-30,83.7,2.3
2016-12-01,8.77,2.3
2016-12-02,0,2.6
2016-12-03,0,2.7
2016-12-04,0,2.7
2016-12-05,0,3
2016-12-06,0,3
2016-12-07,0,3.2
2016-12-08,0,3.2
2016-12-09,0,3.9
2016-12-10,0,4.1
2016-12-11,0,4.8
2016-12-12,0,5.1
2016-12-13,0,4.8
2016-12-14,0,4.8
2016-12-15,0,5.2
2016-12-16,0,5.2
2016-12-17,0,6
2016-12-18,0,5.9
2016-12-19,0,6.2
2016-12-20,0,6.4
2016-12-21,0,6.5
2016-12-22,0,6.7
2016-12-23,0,7.1
2016-12-24,0,7.1
2016-12-25,0,7.1
2016-12-26,0,7.5
2016-12-27,0,7.5
2016-12-28,0,7.6
2016-12-29,0,7.6
2016-12-30,0,7.6
2016-12-31,0,7.6
2017-01-01,0,7.6
2017-01-02,0,7.6
2017-01-03,0,8
2017-01-04,0,8.1
2017-01-05,0,8.9
2017-01-06,0,8.9
2017-01-07,0,9
2017-01-08,0,9.5
2017-01-09,0,10.7
2017-01-10,0,12.8
2017-01-11,0,12.8
2017-01-12,0,13.4
2017-01-13,0,13.5
2017-01-14,0,13.7
2017-01-15,0,13.7
2017-01-16,0,13.7
2017-01-17,0,13.7
2017-01-18,0,13.7
2017-01-19,0,13.8
2017-01-20,0,13.9
2017-01-21,0,13.9
2017-01-22,0,14
2017-01-23,0,14.1
2017-01-24,0,14.4
2017-01-25,0,14.4
2017-01-26,0,14.4
2017-01-27,0,14.4
2017-01-28,0,14.5
2017-01-29,0,14.6
2017-01-30,0,14.8
2017-01-31,0,15
2017-02-01,0,15
2017-02-02,0,15
2017-02-03,0,15
2017-02-04,0,15.2
2017-02-05,0,15.2
2017-02-06,0,15.2
2017-02-07,0,15.2
2017-02-08,45.1,15.5
2017-02-09,92.3,15.5
2017-02-10,106,15.6
2017-02-11,125,15.6
2017-02-12,121,16.1
2017-02-13,101,16.2
2017-02-14,88.7,16.2
2017-02-15,71.6,16.2
2017-02-16,22.6,16.2
2017-02-17,26.9,16.2
2017-02-18,25.2,16.2
2017-02-19,25.4,16.2
2017-02-20,27.2,16.4
2017-02-21,28,16.5
2017-02-22,29,16.6
2017-02-23,30.6,16.6
2017-02-24,28.8,16.9
2017-02-25,37.4,16.9
2017-02-26,43,16.9
2017-02-27,36.8,17
2017-02-28,37.5,17.3
2017-03-01,41.3,17.5
2017-03-02,34.9,17.5
2017-03-03,32.1,17.7
2017-03-04,32.5,17.9
2017-03-05,32.7,17.9
2017-03-06,33,17.9
2017-03-07,30.2,18.1
2017-03-08,36.8,18.2
2017-03-09,35.2,18.2
2017-03-10,32.1,18.2
2017-03-11,32.2,18
2017-03-12,33.4,18
2017-03-13,33.8,18
2017-03-14,33.7,18
2017-03-15,33.3,18
2017-03-16,33.5,18
2017-03-17,32.4,17.9
2017-03-18,42.2,17.7
2017-03-19,52.6,17.3
2017-03-20,61.7,17
2017-03-21,81.5,16.9
2017-03-22,81.8,16.9
2017-03-23,94.7,16.6
2017-03-24,126,16.5
2017-03-25,121,16.6
2017-03-26,113,17
2017-03-27,114,17.1
2017-03-28,131,17.1
2017-03-29,134,17.7
2017-03-30,106,17.8
2017-03-31,87.7,17.8
2017-04-01,72.1,17.5
2017-04-02,73,17.4
2017-04-03,72,17.8
2017-04-04,72.2,17.7
2017-04-05,57.3,18.6
2017-04-06,41.4,18.9
2017-04-07,41,18.8
2017-04-08,44.3,18.6
2017-04-09,47.6,18.5
2017-04-10,44.7,18.5
2017-04-11,44.9,18.5
2017-04-12,42.9,18.5
2017-04-13,43.5,18.3
2017-04-14,73.3,17.8
2017-04-15,110,17.2
2017-04-16,117,16.7
2017-04-17,149,16.3
2017-04-18,138,15.9
2017-04-19,154,15.5
2017-04-20,156,15.5
2017-04-21,154,16
2017-04-22,110,17
2017-04-23,81.7,17
2017-04-24,94.8,17
2017-04-25,148,17.6
2017-04-26,155,17.6
2017-04-27,137,18
2017-04-28,134,18.5
2017-04-29,113,18.5
2017-04-30,81.2,18.7
2017-05-01,124,19.2
2017-05-02,150,19.2
2017-05-03,158,19.3
2017-05-04,173,19.5
2017-05-05,226,19.3
2017-05-06,308,18.5
2017-05-07,432,18
2017-05-08,534,17.6
2017-05-09,537,17.3
2017-05-10,670,16.8
2017-05-11,609,17.2
2017-05-12,562,16.7
2017-05-13,764,16.1
2017-05-14,1020,15
2017-05-15,986,14.2
2017-05-16,1010,13.5
2017-05-17,917,13.2
2017-05-18,1090,13.1
2017-05-19,995,14.3
2017-05-20,984,14.9
2017-05-21,1180,15
2017-05-22,1500,15.3
2017-05-23,1650,15.7
2017-05-24,1710,15.9
2017-05-25,2380,15.3
2017-05-26,2520,15.1
2017-05-27,2620,14.5
2017-05-28,2280,15
2017-05-29,2080,14.8
2017-05-30,1970,14.7
2017-05-31,2040,14.2
2017-06-01,1850,13.7
2017-06-02,1850,13.4
2017-06-03,1770,13
2017-06-04,1900,12.6
2017-06-05,2170,11.2
2017-06-06,2250,10.7
2017-06-07,2270,10.6
2017-06-08,2660,9.3
2017-06-09,2810,8.7
2017-06-10,2900,7
2017-06-11,3140,5.2
2017-06-12,2960,3.2
2017-06-13,2840,1.8
2017-06-14,2300,1.1
2017-06-15,1980,0.2
2017-06-16,1620,0
2017-06-17,1980,0
2017-06-18,2020,0
2017-06-19,2050,0
2017-06-20,1970,0
2017-06-21,2100,0
2017-06-22,2030,0
2017-06-23,1800,0
2017-06-24,1630,0
2017-06-25,1420,0
2017-06-26,1410,0
2017-06-27,1350,0
2017-06-28,1340,0
2017-06-29,1230,0
2017-06-30,1100,0
2017-07-01,1030,0
2017-07-02,973,0
2017-07-03,892,0
2017-07-04,873,0
2017-07-05,859,0
2017-07-06,856,0
2017-07-07,845,0
2017-07-08,795,0
2017-07-09,814,0
2017-07-10,781,0
2017-07-11,721,0
2017-07-12,795,0
2017-07-13,756,0
2017-07-14,705,0
2017-07-15,614,0
2017-07-16,599,0
2017-07-17,601,0
2017-07-18,599,0
2017-07-19,549,0
2017-07-20,507,0
2017-07-21,502,0
2017-07-22,538,0
2017-07-23,490,0
2017-07-24,443,0
2017-07-25,408,0
2017-07-26,492,0
2017-07-27,575,0
2017-07-28,474,0
2017-07-29,452,0
2017-07-30,452,0
2017-07-31,410,0
2017-08-01,413,0
2017-08-02,359,0
2017-08-03,298,0
2017-08-04,314,0
2017-08-05,277,0
2017-08-06,154,0
2017-08-07,134,0
2017-08-08,234,0
2017-08-09,286,0
2017-08-10,295,0
2017-08-11,272,0
2017-08-12,231,0
2017-08-13,208,0
2017-08-14,217,0
2017-08-15,211,0
2017-08-16,180,0
2017-08-17,161,0
2017-08-18,142,0
2017-08-19,124,0
2017-08-20,113,0
2017-08-21,107,0
2017-08-22,116,0
2017-08-23,121,0
2017-08-24,119,0
2017-08-25,114,0
2017-08-26,103,0
2017-08-27,90.1,0
2017-08-28,78.1,0
2017-08-29,77.7,0
2017-08-30,73.2,0
2017-08-31,73.7,0
2017-09-01,75.7,0
2017-09-02,71.6,0
2017-09-03,68.6,0
2017-09-04,56.3,0
2017-09-05,39.5,0
2017-09-06,52.1,0
2017-09-07,49.5,0
2017-09-08,43.8,0
2017-09-09,51.6,0
2017-09-10,64.1,0
2017-09-11,71.1,0
2017-09-12,165,0
2017-09-13,208,0
2017-09-14,205,0
2017-09-15,151,0
2017-09-16,61.1,0
2017-09-17,58.8,0
2017-09-18,49.3,0
2017-09-19,58.6,0
2017-09-20,50.6,0
2017-09-21,45,0
2017-09-22,52.5,0
2017-09-23,74.8,0
2017-09-24,77.2,0.2
2017-09-25,86.8,0.4
2017-09-26,77.2,0
2017-09-27,100,0
2017-09-28,175,0
2017-09-29,187,0
2017-09-30,160,0
2017-10-01,125,0.2
2017-10-02,156,1.4
2017-10-03,136,2.3
2017-10-04,91.9,2.3
2017-10-05,103,1.9
2017-10-06,123,1.4
2017-10-07,122,1.2
2017-10-08,91.3,1.2
2017-10-09,114,1
2017-10-10,111,1.5
2017-10-11,106,1.6
2017-10-12,109,1.5
2017-10-13,111,1.2
2017-10-14,106,1.1
2017-10-15,96.5,1
2017-10-16,77.1,1.1
2017-10-17,86.5,0.9
2017-10-18,80.7,0.6
2017-10-19,84.4,0
2017-10-20,111,0
2017-10-21,129,0.3
2017-10-22,172,0.1
2017-10-23,169,0
2017-10-24,124,0
2017-10-25,105,0
2017-10-26,103,0
2017-10-27,97.7,0
2017-10-28,99.2,0.1
2017-10-29,101,0.3
2017-10-30,99.5,0.4
2017-10-31,79.2,0.5
2017-11-01,76.1,0.5
2017-11-02,79.7,0.6
2017-11-03,94.3,0.6
2017-11-04,114,0.4
2017-11-05,88.4,1.3
2017-11-06,94.9,2.3
2017-11-07,92.1,2.5
2017-11-08,52.5,2.5
2017-11-09,49.1,2.5
2017-11-10,58.9,2.5
2017-11-11,77.4,2.5
2017-11-12,66.8,2.6
2017-11-13,68.9,2.6
2017-11-14,71.1,2.6
2017-11-15,63.7,2.6
2017-11-16,62.7,2.5
2017-11-17,72.3,2.5
2017-11-18,76.3,3.6
2017-11-19,46.6,3.6
2017-11-20,57.9,3.7
2017-11-21,63.2,3.7
2017-11-22,67.7,4.2
2017-11-23,72.4,4.3
2017-11-24,77.1,4.3
2017-11-25,79.8,4.3
2017-11-26,77.6,4.3
2017-11-27,80,4.3
2017-11-28,90.9,4.2
2017-11-29,88.7,4.1
2017-11-30,84.2,4.1
2017-12-01,82.5,4.1
2017-12-02,89,4.1
2017-12-03,87.6,4.1
2017-12-04,89.4,4.3
2017-12-05,71.4,4.8
2017-12-06,71.2,5
2017-12-07,59.8,5.3
2017-12-08,67.8,5.5
2017-12-09,80.9,5.5
2017-12-10,95.5,5.5
2017-12-11,133,5.4
2017-12-12,101,5.4
2017-12-13,104,5.4
2017-12-14,107,5.5
2017-12-15,125,5.5
2017-12-16,92.3,5.5
2017-12-17,95,5.5
2017-12-18,98.9,5.5
2017-12-19,97.5,5.5
2017-12-20,101,5.5
2017-12-21,140,5.5
2017-12-22,99.7,5.5
2017-12-23,0,5.6
2017-12-24,0,6.3
2017-12-25,0,6.4
2017-12-26,0,7.1
2017-12-27,0,7.1
2017-12-28,0,7
2017-12-29,0,7
2017-12-30,0,6.9
2017-12-31,0,6.8
2018-01-01,0,6.7
2018-01-02,0,6.7
2018-01-03,0,6.6
2018-01-04,0,6.8
2018-01-05,0,6.9
2018-01-06,0,7
2018-01-07,0,7.4
2018-01-08,0,7.6
2018-01-09,0,7.7
2018-01-10,0,7.7
2018-01-11,0,7.9
2018-01-12,0,8.1
2018-01-13,0,9
2018-01-14,0,9.1
2018-01-15,0,9.1
2018-01-16,0,9.1
2018-01-17,0,9.1
2018-01-18,0,9.1
2018-01-19,0,9.2
2018-01-20,0,9.2
2018-01-21,0,9.4
2018-01-22,0,9.7
2018-01-23,0,9.7
2018-01-24,0,9.7
2018-01-25,0,9.9
2018-01-26,0,9.9
2018-01-27,0,10.1
2018-01-28,0,10.1
2018-01-29,0,10.1
2018-01-30,0,10.1
2018-01-31,0,9.9
2018-02-01,0,9.9
2018-02-02,0,10.2
2018-02-03,0,10.3
2018-02-04,0,10.3
2018-02-05,0,10.4
2018-02-06,0,10.8
2018-02-07,49,10.8
2018-02-08,69.2,10.8
2018-02-09,69.7,10.8
2018-02-10,113,10.8
2018-02-11,106,11.2
2018-02-12,94.9,11.4
2018-02-13,99,11.7
2018-02-14,90.7,12.1
2018-02-15,62.3,12.2
2018-02-16,66.5,12.4
2018-02-17,77,12.5
2018-02-18,64.8,12.6
2018-02-19,76.2,12.6
2018-02-20,83.3,12.6
2018-02-21,80.5,12.6
2018-02-22,80.7,12.6
2018-02-23,73.1,12.9
2018-02-24,73.8,13.1
2018-02-25,67.6,13.1
2018-02-26,85.9,13.2
2018-02-27,83.5,13.3
2018-02-28,78.8,13.3
2018-03-01,61.4,13.3
2018-03-02,61.3,13.4
2018-03-03,60.2,13.4
2018-03-04,60.6,13.4
2018-03-05,52.9,13.3
2018-03-06,56.5,13.1
2018-03-07,61.9,13.2
2018-03-08,57.5,13.4
2018-03-09,60.1,13.5
2018-03-10,53.1,13.5
2018-03-11,41.3,14.1
2018-03-12,49.8,14.1
2018-03-13,54.9,14.1
2018-03-14,58.6,14.1
2018-03-15,60.7,14.1
2018-03-16,69.7,14.8
2018-03-17,55.8,14.8
2018-03-18,60.4,14.8
2018-03-19,61.7,15.3
2018-03-20,54.9,15.8
2018-03-21,53.8,16
2018-03-22,60.7,16
2018-03-23,82,16.2
2018-03-24,100,17.4
2018-03-25,95.3,17.4
2018-03-26,104,17.4
2018-03-27,61.6,17.4
2018-03-28,29.3,17.5
2018-03-29,22.1,18.2
2018-03-30,30.8,18.5
2018-03-31,35.1,18.6
2018-04-01,35.4,18.8
2018-04-02,35.4,19
2018-04-03,35.7,19.2
2018-04-04,38.7,19.4
2018-04-05,35,19.4
2018-04-06,33,19.4
2018-04-07,34.4,20.2
2018-04-08,34.9,21
2018-04-09,34.5,21.4
2018-04-10,30.8,22.1
2018-04-11,29.5,22.2
2018-04-12,29.2,22.2
2018-04-13,33.1,22.3
2018-04-14,31.4,22.4
2018-04-15,31.7,22.9
2018-04-16,29.6,23.2
2018-04-17,31.6,23.2
2018-04-18,28.2,23.2
2018-04-19,34,23.2
2018-04-20,43.4,23.2
2018-04-21,61.6,23.4
2018-04-22,49.3,23.6
2018-04-23,46.6,23.6
2018-04-24,65,23.5
2018-04-25,77.3,23.3
2018-04-26,76.5,23.3
2018-04-27,89.3,23
2018-04-28,109,22.5
2018-04-29,152,22.1
2018-04-30,210,21.6
2018-05-01,269,21.1
2018-05-02,251,20.8
2018-05-03,311,21.9
2018-05-04,325,22.5
2018-05-05,364,22.5
2018-05-06,427,22.2
2018-05-07,497,21.7
2018-05-08,545,21.2
2018-05-09,695,20.6
2018-05-10,784,20.1
2018-05-11,1070,18.9
2018-05-12,1460,18.1
2018-05-13,1730,17.3
2018-05-14,1600,16.9
